event_type,event_id,symbol,anchor_ts,anchor_hour,start_idx,end_idx,year,funding_rate_scaled,funding_abs,funding_abs_threshold,funding_sign,rv_rank,vol_regime,bull_bear,realized_vol_mean,range_expansion,tail_move_probability,tail_move_within,time_to_tail_move
funding_extreme_reversal_window,ferw_BTCUSDT_005408,BTCUSDT,2020-07-27 08:00:00+00:00,8,5408,5504,2020,0.00086993,0.00086993,0.00086486,pos_funding,0.7040142276422764,high,bull,0.004098444341970099,0.1335699374515948,0.10309278350515463,1,27.0
funding_extreme_reversal_window,ferw_BTCUSDT_005505,BTCUSDT,2020-07-28 08:15:00+00:00,8,5505,5601,2020,0.00122052,0.00122052,0.00086486,pos_funding,0.9368593142453163,high,bull,0.005316420796764966,0.05708980558981252,0.1134020618556701,1,2.0
funding_extreme_reversal_window,ferw_BTCUSDT_005952,BTCUSDT,2020-08-02 00:00:00+00:00,0,5952,6048,2020,0.00095567,0.00095567,0.00086486,pos_funding,0.6592877341816896,mid,bull,0.008030722077659064,0.14021821551942035,0.10309278350515463,1,16.0
funding_extreme_reversal_window,ferw_BTCUSDT_006752,BTCUSDT,2020-08-10 08:00:00+00:00,8,6752,6848,2020,0.00131898,0.00131898,0.00086486,pos_funding,0.5280465712265818,mid,bull,0.004826592845876018,0.05328583308008025,0.030927835051546393,1,9.0
funding_extreme_reversal_window,ferw_BTCUSDT_007488,BTCUSDT,2020-08-18 00:00:00+00:00,0,7488,7584,2020,0.00119905,0.00119905,0.00086486,pos_funding,0.5742919317780134,mid,bull,0.002817310885118445,0.048015922176959325,0.020618556701030927,1,56.0
funding_extreme_reversal_window,ferw_BTCUSDT_016736,BTCUSDT,2020-11-22 08:00:00+00:00,8,16736,16832,2020,0.00086985,0.00086985,0.00086486,pos_funding,0.6029073877695299,mid,bull,0.003328685350599762,0.058054472601256304,0.08247422680412371,1,6.0
funding_extreme_reversal_window,ferw_BTCUSDT_016864,BTCUSDT,2020-11-23 16:00:00+00:00,16,16864,16960,2020,0.00108391,0.00108391,0.00086486,pos_funding,0.7821226581831036,high,bull,0.0037002637634325573,0.07825209463973078,0.061855670103092786,1,2.0
funding_extreme_reversal_window,ferw_BTCUSDT_020704,BTCUSDT,2021-01-02 16:00:00+00:00,16,20704,20800,2021,0.00115471,0.00115471,0.00086486,pos_funding,0.8356917196889361,high,bull,0.00662865938522514,0.13414315272326882,0.27835051546391754,1,0.0
funding_extreme_reversal_window,ferw_BTCUSDT_020801,BTCUSDT,2021-01-03 16:15:00+00:00,16,20801,20897,2021,0.00155006,0.00155006,0.00086486,pos_funding,0.9762117797808413,high,bull,0.007544972673931583,0.18360480766847423,0.422680412371134,1,2.0
funding_extreme_reversal_window,ferw_BTCUSDT_020928,BTCUSDT,2021-01-05 00:00:00+00:00,0,20928,21024,2021,0.00088338,0.00088338,0.00086486,pos_funding,0.9898650141392719,high,bull,0.008917854347356882,0.14129803749312708,0.36082474226804123,1,0.0
funding_extreme_reversal_window,ferw_BTCUSDT_021025,BTCUSDT,2021-01-06 00:15:00+00:00,0,21025,21121,2021,0.00127193,0.00127193,0.00086486,pos_funding,0.978078605514316,high,bull,0.00722542255756273,0.11412406865960326,0.3402061855670103,1,14.0
funding_extreme_reversal_window,ferw_BTCUSDT_021122,BTCUSDT,2021-01-07 00:30:00+00:00,0,21122,21218,2021,0.00100316,0.00100316,0.00086486,pos_funding,0.9826628225521385,high,bull,0.007528426740501776,0.11342729765350312,0.25773195876288657,1,11.0
funding_extreme_reversal_window,ferw_BTCUSDT_021219,BTCUSDT,2021-01-08 00:45:00+00:00,0,21219,21315,2021,0.00213517,0.00213517,0.00086486,pos_funding,0.9810776776246023,high,bull,0.009169231792660043,0.14367383851811016,0.3917525773195876,1,0.0
funding_extreme_reversal_window,ferw_BTCUSDT_021376,BTCUSDT,2021-01-09 16:00:00+00:00,16,21376,21472,2021,0.00146942,0.00146942,0.00086486,pos_funding,0.9601062654648286,high,bull,0.00550018103437708,0.07195570360117039,0.13402061855670103,1,3.0
funding_extreme_reversal_window,ferw_BTCUSDT_021504,BTCUSDT,2021-01-11 00:00:00+00:00,0,21504,21600,2021,0.00086486,0.00086486,0.00086486,pos_funding,0.983220661010958,high,bull,0.014165998005106602,0.209198297865105,0.7525773195876289,1,0.0
funding_extreme_reversal_window,ferw_BTCUSDT_021952,BTCUSDT,2021-01-15 16:00:00+00:00,16,21952,22048,2021,0.00118185,0.00118185,0.00086486,pos_funding,0.9507113821138211,high,bull,0.007201436252174927,0.09946840042555077,0.32989690721649484,1,0.0
funding_extreme_reversal_window,ferw_BTCUSDT_022240,BTCUSDT,2021-01-18 16:00:00+00:00,16,22240,22336,2021,0.0010355,0.0010355,0.00086486,pos_funding,0.9418577677624602,high,bull,0.005246614837322323,0.06977395243588272,0.12371134020618557,1,0.0
funding_extreme_reversal_window,ferw_BTCUSDT_022337,BTCUSDT,2021-01-19 16:15:00+00:00,16,22337,22433,2021,0.00158467,0.00158467,0.00086486,pos_funding,0.8661132467302934,high,bull,0.004650383180464098,0.11750478964068008,0.21649484536082475,1,7.0
funding_extreme_reversal_window,ferw_BTCUSDT_023296,BTCUSDT,2021-01-29 16:00:00+00:00,16,23296,23392,2021,0.00166789,0.00166789,0.00086486,pos_funding,0.9982933457051962,high,bull,0.012670111537765268,0.1270150085608542,0.41237113402061853,1,1.0
funding_extreme_reversal_window,ferw_BTCUSDT_023680,BTCUSDT,2021-02-02 16:00:00+00:00,16,23680,23776,2021,0.00122181,0.00122181,0.00086486,pos_funding,0.8354707935666313,high,bull,0.00418554156309095,0.07443063991796982,0.08247422680412371,1,11.0
funding_extreme_reversal_window,ferw_BTCUSDT_023968,BTCUSDT,2021-02-05 16:00:00+00:00,16,23968,24064,2021,0.00099154,0.00099154,0.00086486,pos_funding,0.8579058412866737,high,bull,0.004034996599183244,0.0983853332663831,0.1134020618556701,1,31.0
funding_extreme_reversal_window,ferw_BTCUSDT_024065,BTCUSDT,2021-02-06 16:15:00+00:00,16,24065,24161,2021,0.00102371,0.00102371,0.00086486,pos_funding,0.8456057794273595,high,bull,0.004470016607025327,0.08445749714792493,0.17525773195876287,1,6.0
funding_extreme_reversal_window,ferw_BTCUSDT_024162,BTCUSDT,2021-02-07 16:30:00+00:00,16,24162,24258,2021,0.00106206,0.00106206,0.00086486,pos_funding,0.9089673913043478,high,bull,0.005486037766429971,0.19367287204878833,0.20618556701030927,1,1.0
funding_extreme_reversal_window,ferw_BTCUSDT_024259,BTCUSDT,2021-02-08 16:45:00+00:00,16,24259,24355,2021,0.00248993,0.00248993,0.00086486,pos_funding,0.9911022004241782,high,bull,0.009732892003283002,0.12978761895762062,0.3711340206185567,1,1.0
funding_extreme_reversal_window,ferw_BTCUSDT_024356,BTCUSDT,2021-02-09 17:00:00+00:00,17,24356,24452,2021,0.00161159,0.00161159,0.00086486,pos_funding,0.9690813891834571,high,bull,0.006238194340338099,0.08174928965630293,0.20618556701030927,1,1.0
funding_extreme_reversal_window,ferw_BTCUSDT_024453,BTCUSDT,2021-02-10 17:15:00+00:00,17,24453,24549,2021,0.00112397,0.00112397,0.00086486,pos_funding,0.939449673029339,high,bull,0.005613553858388474,0.10438068267338597,0.18556701030927836,1,9.0
funding_extreme_reversal_window,ferw_BTCUSDT_024550,BTCUSDT,2021-02-11 17:30:00+00:00,17,24550,24646,2021,0.0017411,0.0017411,0.00086486,pos_funding,0.9283591816896429,high,bull,0.005973512022845739,0.06660829791097934,0.18556701030927836,1,3.0
funding_extreme_reversal_window,ferw_BTCUSDT_024647,BTCUSDT,2021-02-12 17:45:00+00:00,17,24647,24743,2021,0.00105533,0.00105533,0.00086486,pos_funding,0.9422112495581477,high,bull,0.004189422033008334,0.042626828358146546,0.041237113402061855,1,2.0
funding_extreme_reversal_window,ferw_BTCUSDT_024800,BTCUSDT,2021-02-14 08:00:00+00:00,8,24800,24896,2021,0.00146185,0.00146185,0.00086486,pos_funding,0.7851217302933899,high,bull,0.004126648599398323,0.09241513681103415,0.1134020618556701,1,16.0
funding_extreme_reversal_window,ferw_BTCUSDT_024960,BTCUSDT,2021-02-16 00:00:00+00:00,0,24960,25056,2021,0.000996,0.000996,0.00086486,pos_funding,0.9023396076352068,high,bull,0.004081692161294723,0.08076582476984681,0.12371134020618557,1,5.0
funding_extreme_reversal_window,ferw_BTCUSDT_025057,BTCUSDT,2021-02-17 00:15:00+00:00,0,25057,25153,2021,0.00104066,0.00104066,0.00086486,pos_funding,0.8843838370448922,high,bull,0.004191614190741383,0.07617144727325616,0.07216494845360824,1,2.0
funding_extreme_reversal_window,ferw_BTCUSDT_025154,BTCUSDT,2021-02-18 00:30:00+00:00,0,25154,25250,2021,0.00132249,0.00132249,0.00086486,pos_funding,0.7898219335454224,high,bull,0.003181655724354594,0.031639201770588515,0.030927835051546393,1,27.0
funding_extreme_reversal_window,ferw_BTCUSDT_025251,BTCUSDT,2021-02-19 00:45:00+00:00,0,25251,25347,2021,0.00091255,0.00091255,0.00086486,pos_funding,0.6652361700247438,high,bull,0.003190879638301417,0.11534523993457696,0.10309278350515463,1,32.0
funding_extreme_reversal_window,ferw_BTCUSDT_025348,BTCUSDT,2021-02-20 01:00:00+00:00,1,25348,25444,2021,0.00156318,0.00156318,0.00086486,pos_funding,0.8274456521739131,high,bull,0.004346239387020528,0.06723836407677862,0.14432989690721648,1,26.0
funding_extreme_reversal_window,ferw_BTCUSDT_025445,BTCUSDT,2021-02-21 01:15:00+00:00,1,25445,25541,2021,0.00100357,0.00100357,0.00086486,pos_funding,0.9106906150583245,high,bull,0.0045985248361136485,0.046364975623138883,0.09278350515463918,1,2.0
funding_extreme_reversal_window,ferw_BTCUSDT_025542,BTCUSDT,2021-02-22 01:30:00+00:00,1,25542,25638,2021,0.00117049,0.00117049,0.00086486,pos_funding,0.7650671615411806,high,bull,0.005341674248262528,0.16894725888479872,0.30927835051546393,1,9.0
funding_extreme_reversal_window,ferw_BTCUSDT_027168,BTCUSDT,2021-03-11 00:00:00+00:00,0,27168,27264,2021,0.00095931,0.00095931,0.00086486,pos_funding,0.9052061240721103,high,bull,0.00454295510978628,0.0699250861161513,0.15463917525773196,1,3.0
funding_extreme_reversal_window,ferw_BTCUSDT_027265,BTCUSDT,2021-03-12 00:15:00+00:00,0,27265,27361,2021,0.00102002,0.00102002,0.00086486,pos_funding,0.8529570961470484,high,bull,0.0040998737710985405,0.050535109752102174,0.1134020618556701,1,0.0
funding_extreme_reversal_window,ferw_BTCUSDT_027520,BTCUSDT,2021-03-14 16:00:00+00:00,16,27520,27616,2021,0.00115069,0.00115069,0.00086486,pos_funding,0.6817117355956168,high,bull,0.004039649036094117,0.10523281074863822,0.2268041237113402,1,28.0
funding_extreme_reversal_window,ferw_BTCUSDT_029184,BTCUSDT,2021-04-01 00:00:00+00:00,0,29184,29280,2021,0.00109277,0.00109277,0.00086486,pos_funding,0.8011223047013079,high,bull,0.002893023300926151,0.026932554124827503,0.0,0,
funding_extreme_reversal_window,ferw_BTCUSDT_029312,BTCUSDT,2021-04-02 08:00:00+00:00,8,29312,29408,2021,0.00106221,0.00106221,0.00086486,pos_funding,0.46921394485683987,mid,bull,0.002063079742895456,0.024092608887856908,0.010309278350515464,1,96.0
funding_extreme_reversal_window,ferw_BTCUSDT_029409,BTCUSDT,2021-04-03 08:15:00+00:00,8,29409,29505,2021,0.00107843,0.00107843,0.00086486,pos_funding,0.2783006362672322,low,bull,0.0023822133673535957,0.05608119330468958,0.030927835051546393,1,1.0
funding_extreme_reversal_window,ferw_BTCUSDT_029664,BTCUSDT,2021-04-06 00:00:00+00:00,0,29664,29760,2021,0.00097189,0.00097189,0.00086486,pos_funding,0.465414015553199,mid,bull,0.0022900938513119567,0.035808551287786115,0.010309278350515464,1,56.0
funding_extreme_reversal_window,ferw_BTCUSDT_030080,BTCUSDT,2021-04-10 08:00:00+00:00,8,30080,30176,2021,0.00148624,0.00148624,0.00086486,pos_funding,0.6936141304347826,high,bull,0.0031412872173151693,0.04479066774029183,0.030927835051546393,1,18.0
funding_extreme_reversal_window,ferw_BTCUSDT_030177,BTCUSDT,2021-04-11 08:15:00+00:00,8,30177,30273,2021,0.00099427,0.00099427,0.00086486,pos_funding,0.6171129374337222,mid,bull,0.002524106773813118,0.03567928036556355,0.020618556701030927,1,56.0
funding_extreme_reversal_window,ferw_BTCUSDT_030274,BTCUSDT,2021-04-12 08:30:00+00:00,8,30274,30370,2021,0.00106358,0.00106358,0.00086486,pos_funding,0.373282299399081,mid,bull,0.0026243209930698953,0.05751765660212054,0.061855670103092786,1,4.0
funding_extreme_reversal_window,ferw_BTCUSDT_030371,BTCUSDT,2021-04-13 08:45:00+00:00,8,30371,30467,2021,0.00089928,0.00089928,0.00086486,pos_funding,0.7404449452103217,high,bull,0.0032904222632977953,0.04189754197776342,0.061855670103092786,1,11.0
funding_extreme_reversal_window,ferw_BTCUSDT_030468,BTCUSDT,2021-04-14 09:00:00+00:00,9,30468,30564,2021,0.00108567,0.00108567,0.00086486,pos_funding,0.642994432661718,mid,bull,0.003700766477251844,0.05478672967975754,0.05154639175257732,1,15.0
funding_extreme_reversal_window,ferw_BTCUSDT_030592,BTCUSDT,2021-04-15 16:00:00+00:00,16,30592,30688,2021,0.00110324,0.00110324,0.00086486,pos_funding,0.7062345351714386,high,bull,0.002743716531555321,0.060397048188555146,0.030927835051546393,1,50.0
funding_extreme_reversal_window,ferw_BTCUSDT_030689,BTCUSDT,2021-04-16 16:15:00+00:00,16,30689,30785,2021,0.00115519,0.00115519,0.00086486,pos_funding,0.6942934782608695,high,bull,0.0029848931740298853,0.04251707606321198,0.030927835051546393,1,68.0
funding_extreme_reversal_window,ferw_BTCUSDT_030786,BTCUSDT,2021-04-17 16:30:00+00:00,16,30786,30882,2021,0.00087572,0.00087572,0.00086486,pos_funding,0.5671007864969954,mid,bull,0.005826075315038133,0.18106050629285297,0.23711340206185566,1,5.0
funding_extreme_reversal_window,ferw_BTCUSDT_032608,BTCUSDT,2021-05-06 16:00:00+00:00,16,32608,32704,2021,0.0009352,0.0009352,0.00086486,pos_funding,0.7483375309296572,high,bull,0.003742083502758065,0.048306328261968734,0.030927835051546393,1,10.0
funding_extreme_reversal_window,ferw_BTCUSDT_032960,BTCUSDT,2021-05-10 08:00:00+00:00,8,32960,33056,2021,0.00090258,0.00090258,0.00086486,pos_funding,0.7388763697419582,high,bull,0.004162560454907692,0.09339283552130385,0.17525773195876287,1,14.0
funding_extreme_reversal_window,ferw_BTCUSDT_033856,BTCUSDT,2021-05-19 16:00:00+00:00,16,33856,33952,2021,-0.00089697,0.00089697,0.00086486,neg_funding,0.999293036408625,high,bear,0.01979568986312379,0.20761655211865868,0.5979381443298969,1,0.0
funding_extreme_reversal_window,ferw_BTCUSDT_085632,BTCUSDT,2022-11-10 00:00:00+00:00,0,85632,85728,2022,-0.00119172,0.00119172,0.00086486,neg_funding,0.9811273860021209,high,bear,0.008397230477072817,0.15543107253657293,0.31958762886597936,1,0.0
funding_extreme_reversal_window,ferw_BTCUSDT_131872,BTCUSDT,2024-03-05 16:00:00+00:00,16,131872,131968,2024,0.00088148,0.00088148,0.00086486,pos_funding,0.920416887592789,high,bull,0.007049942174631708,0.13160466828140416,0.30927835051546393,1,0.0
