event_type,event_id,symbol,anchor_ts,anchor_hour,start_idx,end_idx,year,activity_metric,activity_rank,rv_rank,tail_threshold,realized_vol_mean,range_expansion,tail_move_probability,tail_move_within,time_to_tail_move
liquidity_absence_window,law_BTCUSDT_000576,BTCUSDT,2020-06-07 00:00:00+00:00,0,576,672,2020,0.0015469357324073435,0.18504772004241782,0.1815129020855426,0.006407258169046914,0.0016864463464333398,0.046662568457542505,0.030927835051546393,1,49.0
liquidity_absence_window,law_BTCUSDT_000896,BTCUSDT,2020-06-10 08:00:00+00:00,8,896,992,2020,0.0013877336684273885,0.12937433722163308,0.13326263697419582,0.006407258169046914,0.0017777008393960868,0.0343746630866144,0.030927835051546393,1,42.0
liquidity_absence_window,law_BTCUSDT_001216,BTCUSDT,2020-06-13 16:00:00+00:00,16,1216,1312,2020,0.0015433650725645764,0.179745493107105,0.18045245669848003,0.006407258169046914,0.0013927373919549947,0.02044393763723091,0.010309278350515464,1,15.0
liquidity_absence_window,law_BTCUSDT_001344,BTCUSDT,2020-06-15 00:00:00+00:00,0,1344,1440,2020,0.0015696865367655737,0.1919406150583245,0.18946624248851185,0.006407258169046914,0.002614181770548555,0.06460587094054948,0.061855670103092786,1,23.0
liquidity_absence_window,law_BTCUSDT_001600,BTCUSDT,2020-06-17 16:00:00+00:00,16,1600,1696,2020,0.0013767630688082493,0.1288441145281018,0.1306115235065394,0.006407258169046914,0.0016257122300175793,0.026881045896180143,0.010309278350515464,1,15.0
liquidity_absence_window,law_BTCUSDT_001728,BTCUSDT,2020-06-19 00:00:00+00:00,0,1728,1824,2020,0.0013012221443613609,0.12142099681866383,0.11505832449628844,0.006407258169046914,0.0016645690557665163,0.02284360138983033,0.0,0,
liquidity_absence_window,law_BTCUSDT_001856,BTCUSDT,2020-06-20 08:00:00+00:00,8,1856,1952,2020,0.0015580510532019441,0.18292682926829268,0.18575468363379286,0.006407258169046914,0.0012402740096424095,0.027484166507982032,0.0,0,
liquidity_absence_window,law_BTCUSDT_001984,BTCUSDT,2020-06-21 16:00:00+00:00,16,1984,2080,2020,0.0010224059073496924,0.05567338282078473,0.05744079179922234,0.006407258169046914,0.0010185130061312522,0.027690815103226164,0.0,0,
liquidity_absence_window,law_BTCUSDT_002112,BTCUSDT,2020-06-23 00:00:00+00:00,0,2112,2208,2020,0.0014552075596541902,0.15588547189819724,0.15093672675857192,0.006407258169046914,0.0014759996723749784,0.01423583934088564,0.0,0,
liquidity_absence_window,law_BTCUSDT_002240,BTCUSDT,2020-06-24 08:00:00+00:00,8,2240,2336,2020,0.001471500004256935,0.15058324496288442,0.15553199010250973,0.006407258169046914,0.0023361819698766023,0.05767400465931994,0.041237113402061855,1,10.0
liquidity_absence_window,law_BTCUSDT_002560,BTCUSDT,2020-06-27 16:00:00+00:00,16,2560,2656,2020,0.001380090057357452,0.12990455991516436,0.13131848709791447,0.006407258169046914,0.002238394331274598,0.040860758936916576,0.05154639175257732,1,14.0
liquidity_absence_window,law_BTCUSDT_002784,BTCUSDT,2020-06-30 00:00:00+00:00,0,2784,2880,2020,0.0015268122411577082,0.17497348886532343,0.17444326617179215,0.006407258169046914,0.0015129653363202382,0.01534990334883242,0.0,0,
liquidity_absence_window,law_BTCUSDT_002912,BTCUSDT,2020-07-01 08:00:00+00:00,8,2912,3008,2020,0.0013371953888891416,0.11823966065747614,0.12212796041003889,0.006407258169046914,0.0013286858552872473,0.01726775956284153,0.010309278350515464,1,22.0
liquidity_absence_window,law_BTCUSDT_003136,BTCUSDT,2020-07-03 16:00:00+00:00,16,3136,3232,2020,0.0013888045708190472,0.13414634146341464,0.13396960056557086,0.006407258169046914,0.0008889925042964763,0.007906640150138311,0.0,0,
liquidity_absence_window,law_BTCUSDT_003264,BTCUSDT,2020-07-05 00:00:00+00:00,0,3264,3360,2020,0.0011141856746497798,0.08006362672322376,0.07476139978791092,0.006407258169046914,0.001190400846483047,0.026958204114149186,0.010309278350515464,1,86.0
liquidity_absence_window,law_BTCUSDT_003392,BTCUSDT,2020-07-06 08:00:00+00:00,8,3392,3488,2020,0.0014796731634377429,0.1569459172852598,0.15977377165075998,0.006407258169046914,0.0015155902238655216,0.022724282690076668,0.0,0,
liquidity_absence_window,law_BTCUSDT_003520,BTCUSDT,2020-07-07 16:00:00+00:00,16,3520,3616,2020,0.0013118169396213837,0.11558854718981973,0.11770943796394485,0.006407258169046914,0.0012067231157467696,0.028978178763998837,0.010309278350515464,1,87.0
liquidity_absence_window,law_BTCUSDT_003648,BTCUSDT,2020-07-09 00:00:00+00:00,0,3648,3744,2020,0.0015289290011630391,0.17550371155885472,0.1751502297631672,0.006407258169046914,0.0015057212014127235,0.029353154073270302,0.0,0,
liquidity_absence_window,law_BTCUSDT_003776,BTCUSDT,2020-07-10 08:00:00+00:00,8,3776,3872,2020,0.0015587140273815834,0.18345705196182396,0.1859314245316366,0.006407258169046914,0.0012512180107418659,0.01801990433877941,0.0,0,
liquidity_absence_window,law_BTCUSDT_003904,BTCUSDT,2020-07-11 16:00:00+00:00,16,3904,4000,2020,0.0010373691698967388,0.05832449628844114,0.05973842347119123,0.006407258169046914,0.0009810423840014104,0.018267690975979217,0.0,0,
liquidity_absence_window,law_BTCUSDT_004032,BTCUSDT,2020-07-13 00:00:00+00:00,0,4032,4128,2020,0.0012585840511460437,0.11240721102863202,0.10427712972781902,0.006407258169046914,0.001236930291313012,0.01560697125734066,0.0,0,
liquidity_absence_window,law_BTCUSDT_004160,BTCUSDT,2020-07-14 08:00:00+00:00,8,4160,4256,2020,0.0011330266988507913,0.07635206786850478,0.07988688582537999,0.006407258169046914,0.001009003988913792,0.017730862905620683,0.0,0,
liquidity_absence_window,law_BTCUSDT_004288,BTCUSDT,2020-07-15 16:00:00+00:00,16,4288,4384,2020,0.0007945814631869859,0.022269353128313893,0.021032166843407564,0.006407258169046914,0.0010043515789064442,0.020632798525577,0.0,0,
liquidity_absence_window,law_BTCUSDT_004416,BTCUSDT,2020-07-17 00:00:00+00:00,0,4416,4512,2020,0.0013634025623612315,0.1352067868504772,0.12760692824319547,0.006407258169046914,0.0010926317094894077,0.010958567846685252,0.0,0,
liquidity_absence_window,law_BTCUSDT_004544,BTCUSDT,2020-07-18 08:00:00+00:00,8,4544,4640,2020,0.0008591616086114327,0.02916224814422057,0.027571580063626724,0.006407258169046914,0.0007231376388545142,0.009307049364064023,0.0,0,
liquidity_absence_window,law_BTCUSDT_004672,BTCUSDT,2020-07-19 16:00:00+00:00,16,4672,4768,2020,0.0007565124491856834,0.016436903499469777,0.01661364439731354,0.006407258169046914,0.000781000242358269,0.01301921952565412,0.0,0,
liquidity_absence_window,law_BTCUSDT_004800,BTCUSDT,2020-07-21 00:00:00+00:00,0,4800,4896,2020,0.0006670151711535066,0.012195121951219513,0.010957935666313185,0.006407258169046914,0.0012668118462037085,0.031316019205587034,0.010309278350515464,1,30.0
liquidity_absence_window,law_BTCUSDT_004928,BTCUSDT,2020-07-22 08:00:00+00:00,8,4928,5024,2020,0.0012849020063940113,0.10869565217391304,0.11170024743725698,0.006407258169046914,0.001276040078494219,0.02691748378921307,0.010309278350515464,1,58.0
liquidity_absence_window,law_BTCUSDT_005056,BTCUSDT,2020-07-23 16:00:00+00:00,16,5056,5152,2020,0.0015091878210835973,0.16861081654294804,0.16843407564510426,0.006407258169046914,0.0013810046316142183,0.021847516250348677,0.010309278350515464,1,3.0
liquidity_absence_window,law_BTCUSDT_005184,BTCUSDT,2020-07-25 00:00:00+00:00,0,5184,5280,2020,0.0014359211771141152,0.147932131495228,0.14439731353835278,0.006407258169046914,0.0014134776691820585,0.021874256810626796,0.0,0,
liquidity_absence_window,law_BTCUSDT_005312,BTCUSDT,2020-07-26 08:00:00+00:00,8,5312,5408,2020,0.0011742062208544152,0.08271474019088017,0.08589607635206786,0.006407258169046914,0.0025248579997241894,0.06743011974765693,0.041237113402061855,1,7.0
liquidity_absence_window,law_BTCUSDT_007776,BTCUSDT,2020-08-21 00:00:00+00:00,0,7776,7872,2020,0.0014779778324981283,0.16171792152704137,0.1587133262636974,0.006407258169046914,0.0015233988560946002,0.036018160671921304,0.030927835051546393,1,50.0
liquidity_absence_window,law_BTCUSDT_007968,BTCUSDT,2020-08-23 00:00:00+00:00,0,7968,8064,2020,0.001566562698913468,0.19034994697773064,0.18875927889713678,0.006407258169046914,0.0012926123484865149,0.017302535933728363,0.010309278350515464,1,53.0
liquidity_absence_window,law_BTCUSDT_008096,BTCUSDT,2020-08-24 08:00:00+00:00,8,8096,8192,2020,0.001427396889166767,0.13679745493107104,0.1424531636620714,0.006407258169046914,0.0013433066756598096,0.023407626563703345,0.0,0,
liquidity_absence_window,law_BTCUSDT_008544,BTCUSDT,2020-08-29 00:00:00+00:00,0,8544,8640,2020,0.001359289277608182,0.13308589607635207,0.12636974195828915,0.006407258169046914,0.0012262260189131481,0.014146537464059642,0.0,0,
liquidity_absence_window,law_BTCUSDT_008672,BTCUSDT,2020-08-30 08:00:00+00:00,8,8672,8768,2020,0.001403614051889204,0.1320254506892895,0.13715093672675857,0.006407258169046914,0.0013815983543567305,0.014988254893363735,0.0,0,
liquidity_absence_window,law_BTCUSDT_008800,BTCUSDT,2020-08-31 16:00:00+00:00,16,8800,8896,2020,0.0013091122388384595,0.11505832449628844,0.11717921527041357,0.006407258169046914,0.0015817704147930139,0.04513226232994352,0.010309278350515464,1,55.0
liquidity_absence_window,law_BTCUSDT_009920,BTCUSDT,2020-09-12 08:00:00+00:00,8,9920,10016,2020,0.001370391544993264,0.12460233297985154,0.12919759632378933,0.006407258169046914,0.0013187610017677792,0.029931332293001593,0.010309278350515464,1,78.0
liquidity_absence_window,law_BTCUSDT_010528,BTCUSDT,2020-09-18 16:00:00+00:00,16,10528,10624,2020,0.001469853310636252,0.1569459172852598,0.15535524920466595,0.006407258169046914,0.0015440090112791148,0.033831040279131405,0.010309278350515464,1,79.0
liquidity_absence_window,law_BTCUSDT_010720,BTCUSDT,2020-09-20 16:00:00+00:00,16,10720,10816,2020,0.0014355343125422848,0.1474019088016967,0.14422057264050903,0.006407258169046914,0.0018303280665036266,0.06470217800797304,0.041237113402061855,1,2.0
liquidity_absence_window,law_BTCUSDT_010976,BTCUSDT,2020-09-23 08:00:00+00:00,8,10976,11072,2020,0.0014630600308391212,0.1474019088016967,0.15252739483916578,0.006407258169046914,0.0016521376865274774,0.038394966861973044,0.020618556701030927,1,44.0
liquidity_absence_window,law_BTCUSDT_011296,BTCUSDT,2020-09-26 16:00:00+00:00,16,11296,11392,2020,0.0015561301703918811,0.1855779427359491,0.18522446094026157,0.006407258169046914,0.0013032547524004653,0.019594070712616242,0.0,0,
liquidity_absence_window,law_BTCUSDT_011584,BTCUSDT,2020-09-29 16:00:00+00:00,16,11584,11680,2020,0.0015189355937641937,0.17073170731707318,0.1710851891127607,0.006407258169046914,0.0015944574389135404,0.021661359656847602,0.0,0,
liquidity_absence_window,law_BTCUSDT_011712,BTCUSDT,2020-10-01 00:00:00+00:00,0,11712,11808,2020,0.0014575016552853064,0.15641569459172852,0.1514669494521032,0.006407258169046914,0.0018024301509765557,0.04564678309308462,0.030927835051546393,1,63.0
liquidity_absence_window,law_BTCUSDT_011936,BTCUSDT,2020-10-03 08:00:00+00:00,8,11936,12032,2020,0.0015699168720259076,0.18663838812301167,0.1896429833863556,0.006407258169046914,0.0011078644143556098,0.0146741303478608,0.0,0,
liquidity_absence_window,law_BTCUSDT_012064,BTCUSDT,2020-10-04 16:00:00+00:00,16,12064,12160,2020,0.0008536939199763431,0.027571580063626724,0.02704135737009544,0.006407258169046914,0.0010130041972824066,0.01866412966638635,0.0,0,
liquidity_absence_window,law_BTCUSDT_012192,BTCUSDT,2020-10-06 00:00:00+00:00,0,12192,12288,2020,0.0010240551663797017,0.060445387062566275,0.0576175326970661,0.006407258169046914,0.0012039002542414184,0.026099201828632512,0.010309278350515464,1,75.0
liquidity_absence_window,law_BTCUSDT_012352,BTCUSDT,2020-10-07 16:00:00+00:00,16,12352,12448,2020,0.0015052871535461048,0.1664899257688229,0.16719688936019794,0.006407258169046914,0.0010754603197207265,0.040931083346977024,0.010309278350515464,1,90.0
liquidity_absence_window,law_BTCUSDT_012544,BTCUSDT,2020-10-09 16:00:00+00:00,16,12544,12640,2020,0.001512463025560757,0.16914103923647933,0.16949452103216683,0.006407258169046914,0.0023107003637876777,0.043692692917260696,0.010309278350515464,1,40.0
liquidity_absence_window,law_BTCUSDT_012704,BTCUSDT,2020-10-11 08:00:00+00:00,8,12704,12800,2020,0.0013789835493900626,0.1256627783669141,0.13096500530222693,0.006407258169046914,0.001216003735265519,0.015230565884343596,0.0,0,
liquidity_absence_window,law_BTCUSDT_013120,BTCUSDT,2020-10-15 16:00:00+00:00,16,13120,13216,2020,0.001323379120718478,0.11823966065747614,0.12000706963591375,0.006407258169046914,0.0019784864405135764,0.041615248399565284,0.020618556701030927,1,48.0
liquidity_absence_window,law_BTCUSDT_013280,BTCUSDT,2020-10-17 08:00:00+00:00,8,13280,13376,2020,0.0014134701576846776,0.13467656415694593,0.139802050194415,0.006407258169046914,0.001162594743776448,0.020058645441930294,0.0,0,
liquidity_absence_window,law_BTCUSDT_013408,BTCUSDT,2020-10-18 16:00:00+00:00,16,13408,13504,2020,0.0009411656987540273,0.045068928950159064,0.04206433368681513,0.006407258169046914,0.0009808036766573059,0.03725088975751373,0.010309278350515464,1,84.0
liquidity_absence_window,law_BTCUSDT_014144,BTCUSDT,2020-10-26 08:00:00+00:00,8,14144,14240,2020,0.001496425169885446,0.16436903499469777,0.16525273948391658,0.006407258169046914,0.0019403508885038707,0.039199531753538505,0.0,0,
liquidity_absence_window,law_BTCUSDT_062400,BTCUSDT,2022-03-13 00:00:00+00:00,0,62400,62496,2022,0.0015358744078578259,0.17762460233297986,0.1769176387416048,0.006407258169046914,0.001628192906484012,0.04630641987059928,0.020618556701030927,1,49.0
liquidity_absence_window,law_BTCUSDT_063712,BTCUSDT,2022-03-26 16:00:00+00:00,16,63712,63808,2022,0.0014391116558714616,0.14899257688229056,0.1456344998232591,0.006407258169046914,0.0014208078324666428,0.019453429702584842,0.0,0,
liquidity_absence_window,law_BTCUSDT_065088,BTCUSDT,2022-04-10 00:00:00+00:00,0,65088,65184,2022,0.0013750340933158588,0.1378579003181336,0.1302580417108519,0.006407258169046914,0.0013417184566536053,0.03657385393413712,0.010309278350515464,1,87.0
liquidity_absence_window,law_BTCUSDT_065728,BTCUSDT,2022-04-16 16:00:00+00:00,16,65728,65824,2022,0.001254527335941589,0.10233297985153765,0.10321668434075645,0.006407258169046914,0.0012985095545673488,0.01783150548354939,0.0,0,
liquidity_absence_window,law_BTCUSDT_066400,BTCUSDT,2022-04-23 16:00:00+00:00,16,66400,66496,2022,0.0014725411510803069,0.1574761399787911,0.15606221279604102,0.006407258169046914,0.0014549562726138565,0.018152071515904672,0.010309278350515464,1,30.0
liquidity_absence_window,law_BTCUSDT_067744,BTCUSDT,2022-05-07 16:00:00+00:00,16,67744,67840,2022,0.0014503634247304829,0.15058324496288442,0.14863909508660303,0.006407258169046914,0.002396855558326712,0.051100799519286984,0.07216494845360824,1,20.0
liquidity_absence_window,law_BTCUSDT_069792,BTCUSDT,2022-05-29 00:00:00+00:00,0,69792,69888,2022,0.0015791812898788675,0.1956521739130435,0.19229409685401203,0.006407258169046914,0.0014089028647075212,0.026549923300987634,0.010309278350515464,1,48.0
liquidity_absence_window,law_BTCUSDT_070432,BTCUSDT,2022-06-04 16:00:00+00:00,16,70432,70528,2022,0.0014753081794515533,0.15906680805938495,0.15712265818310356,0.006407258169046914,0.0014902662125852604,0.02436470540856188,0.0,0,
liquidity_absence_window,law_BTCUSDT_076480,BTCUSDT,2022-08-06 16:00:00+00:00,16,76480,76576,2022,0.0015986957213291724,0.19883351007423117,0.19936373276776245,0.006407258169046914,0.0014840195805783973,0.018078525765457917,0.020618556701030927,1,29.0
liquidity_absence_window,law_BTCUSDT_079200,BTCUSDT,2022-09-04 00:00:00+00:00,0,79200,79296,2022,0.0013792587330069023,0.1383881230116649,0.13114174620007069,0.006407258169046914,0.0014460004831707033,0.024044548237893277,0.0,0,
liquidity_absence_window,law_BTCUSDT_081888,BTCUSDT,2022-10-02 00:00:00+00:00,0,81888,81984,2022,0.0014549619634288238,0.15482502651113467,0.15058324496288442,0.006407258169046914,0.0013873825477240236,0.025542717993886327,0.010309278350515464,1,92.0
liquidity_absence_window,law_BTCUSDT_082528,BTCUSDT,2022-10-08 16:00:00+00:00,16,82528,82624,2022,0.001547027464144295,0.18080593849416754,0.18168964298338636,0.006407258169046914,0.001144886304534507,0.017963365000179636,0.0,0,
liquidity_absence_window,law_BTCUSDT_082656,BTCUSDT,2022-10-10 00:00:00+00:00,0,82656,82752,2022,0.0012448553221720714,0.1102863202545069,0.10144927536231885,0.006407258169046914,0.0014873844125687418,0.02973229092632074,0.020618556701030927,1,88.0
liquidity_absence_window,law_BTCUSDT_082848,BTCUSDT,2022-10-12 00:00:00+00:00,0,82848,82944,2022,0.0015747529282123514,0.19406150583244963,0.19088016967126192,0.006407258169046914,0.0013310691494391195,0.016562614763128942,0.0,0,
liquidity_absence_window,law_BTCUSDT_082976,BTCUSDT,2022-10-13 08:00:00+00:00,8,82976,83072,2022,0.0010636978750435805,0.0662778366914104,0.0662778366914104,0.006407258169046914,0.003279558671678531,0.10698983383136504,0.08247422680412371,1,9.0
liquidity_absence_window,law_BTCUSDT_083200,BTCUSDT,2022-10-15 16:00:00+00:00,16,83200,83296,2022,0.0013840760393450118,0.13149522799575822,0.13237893248497704,0.006407258169046914,0.0009577662622732146,0.011610149990586365,0.0,0,
liquidity_absence_window,law_BTCUSDT_083424,BTCUSDT,2022-10-18 00:00:00+00:00,0,83424,83520,2022,0.0015898183342992146,0.19936373276776245,0.19706610109579356,0.006407258169046914,0.0016865212332120292,0.03203548798541148,0.0,0,
liquidity_absence_window,law_BTCUSDT_083616,BTCUSDT,2022-10-20 00:00:00+00:00,0,83616,83712,2022,0.0013526421197843975,0.1320254506892895,0.12460233297985154,0.006407258169046914,0.0015785289841975846,0.02441291023191213,0.0,0,
liquidity_absence_window,law_BTCUSDT_083744,BTCUSDT,2022-10-21 08:00:00+00:00,8,83744,83840,2022,0.0015250350905809456,0.172322375397667,0.17355956168257336,0.006407258169046914,0.001813811215887798,0.03364967533321065,0.010309278350515464,1,16.0
liquidity_absence_window,law_BTCUSDT_083872,BTCUSDT,2022-10-22 16:00:00+00:00,16,83872,83968,2022,0.0007923855236927492,0.021739130434782608,0.020855425945563805,0.006407258169046914,0.0006370142621642666,0.0097279000130191,0.0,0,
liquidity_absence_window,law_BTCUSDT_084096,BTCUSDT,2022-10-25 00:00:00+00:00,0,84096,84192,2022,0.0014678387669748978,0.15906680805938495,0.15447154471544716,0.006407258169046914,0.0016170101913100794,0.061485705997834796,0.041237113402061855,1,68.0
liquidity_absence_window,law_BTCUSDT_084640,BTCUSDT,2022-10-30 16:00:00+00:00,16,84640,84736,2022,0.0015140694374787898,0.1702014846235419,0.1702014846235419,0.006407258169046914,0.0016292230723918785,0.029677481793327007,0.010309278350515464,1,87.0
liquidity_absence_window,law_BTCUSDT_084832,BTCUSDT,2022-11-01 16:00:00+00:00,16,84832,84928,2022,0.0015189368520496967,0.17126193001060444,0.17126193001060444,0.006407258169046914,0.0013215667841075577,0.011094981842353505,0.0,0,
liquidity_absence_window,law_BTCUSDT_085056,BTCUSDT,2022-11-04 00:00:00+00:00,0,85056,85152,2022,0.001513941952438351,0.17179215270413573,0.17002474372569812,0.006407258169046914,0.0020275846288229623,0.05572694096034154,0.05154639175257732,1,24.0
liquidity_absence_window,law_BTCUSDT_085280,BTCUSDT,2022-11-06 08:00:00+00:00,8,85280,85376,2022,0.0012066891996886503,0.08907741251325557,0.09225874867444327,0.006407258169046914,0.0013092235320702578,0.03482307630586533,0.010309278350515464,1,60.0
liquidity_absence_window,law_BTCUSDT_086496,BTCUSDT,2022-11-19 00:00:00+00:00,0,86496,86592,2022,0.0015838744402882272,0.19830328738069988,0.1954754330151997,0.006407258169046914,0.0012017575645556467,0.016221042413202186,0.0,0,
liquidity_absence_window,law_BTCUSDT_086624,BTCUSDT,2022-11-20 08:00:00+00:00,8,86624,86720,2022,0.0008798296874376752,0.03234358430540827,0.030752916224814422,0.006407258169046914,0.0016804124174333254,0.05015593293387374,0.041237113402061855,1,2.0
liquidity_absence_window,law_BTCUSDT_087104,BTCUSDT,2022-11-25 08:00:00+00:00,8,87104,87200,2022,0.001547885134936884,0.179745493107105,0.18221986567691764,0.006407258169046914,0.0013975991848184125,0.018201955903920847,0.0,0,
liquidity_absence_window,law_BTCUSDT_087232,BTCUSDT,2022-11-26 16:00:00+00:00,16,87232,87328,2022,0.0012271968117699764,0.09597030752916225,0.09791445740544362,0.006407258169046914,0.0011058240689479845,0.013627062826147517,0.0,0,
liquidity_absence_window,law_BTCUSDT_087360,BTCUSDT,2022-11-28 00:00:00+00:00,0,87360,87456,2022,0.0010163168593300012,0.05832449628844114,0.05567338282078473,0.006407258169046914,0.0017097457641920386,0.029850110972606467,0.020618556701030927,1,5.0
liquidity_absence_window,law_BTCUSDT_087552,BTCUSDT,2022-11-30 00:00:00+00:00,0,87552,87648,2022,0.001452545690433249,0.15323435843054084,0.14987628137150938,0.006407258169046914,0.0029031782565898502,0.05032901344663646,0.041237113402061855,1,2.0
liquidity_absence_window,law_BTCUSDT_087744,BTCUSDT,2022-12-02 00:00:00+00:00,0,87744,87840,2022,0.0012753136948583598,0.11558854718981973,0.10851891127606929,0.006407258169046914,0.0014267217348789385,0.023593113170265603,0.010309278350515464,1,54.0
liquidity_absence_window,law_BTCUSDT_087872,BTCUSDT,2022-12-03 08:00:00+00:00,8,87872,87968,2022,0.001404273320581896,0.1325556733828208,0.1378579003181336,0.006407258169046914,0.001045392205710419,0.01332176970683864,0.0,0,
liquidity_absence_window,law_BTCUSDT_088000,BTCUSDT,2022-12-04 16:00:00+00:00,16,88000,88096,2022,0.0010451509344498065,0.06203605514316013,0.06221279604100389,0.006407258169046914,0.001413252638009048,0.027314602648617608,0.020618556701030927,1,34.0
liquidity_absence_window,law_BTCUSDT_088160,BTCUSDT,2022-12-06 08:00:00+00:00,8,88160,88256,2022,0.0015839883110547613,0.19459172852598092,0.19582891481088724,0.006407258169046914,0.0012373473946271747,0.027924257655655694,0.010309278350515464,1,92.0
liquidity_absence_window,law_BTCUSDT_088288,BTCUSDT,2022-12-07 16:00:00+00:00,16,88288,88384,2022,0.0014661700129721539,0.15535524920466595,0.15394132202191588,0.006407258169046914,0.001271280460768229,0.01417498944162553,0.0,0,
liquidity_absence_window,law_BTCUSDT_088416,BTCUSDT,2022-12-09 00:00:00+00:00,0,88416,88512,2022,0.0015703113330465264,0.19247083775185578,0.18981972428419935,0.006407258169046914,0.0014178307235421983,0.018177810774442107,0.0,0,
liquidity_absence_window,law_BTCUSDT_088544,BTCUSDT,2022-12-10 08:00:00+00:00,8,88544,88640,2022,0.0009039368994179923,0.03552492046659597,0.03428773418168964,0.006407258169046914,0.0006694903672337793,0.008610430521525991,0.0,0,
liquidity_absence_window,law_BTCUSDT_088672,BTCUSDT,2022-12-11 16:00:00+00:00,16,88672,88768,2022,0.0006167478934902782,0.007953340402969246,0.008130081300813009,0.006407258169046914,0.0009311370819389165,0.023339810130644588,0.0,0,
liquidity_absence_window,law_BTCUSDT_088800,BTCUSDT,2022-12-13 00:00:00+00:00,0,88800,88896,2022,0.0008689714949728925,0.026511134676564158,0.029338989042064334,0.006407258169046914,0.0017720731003840393,0.0596330008094714,0.030927835051546393,1,39.0
