condition,condition_desc,action,action_family,sample_size,train_samples,validation_samples,test_samples,baseline_mode,delta_adverse_mean,delta_adverse_ci_low,delta_adverse_ci_high,delta_opportunity_mean,delta_opportunity_ci_low,delta_opportunity_ci_high,delta_exposure_mean,gate_a_ci_separated,gate_b_time_stable,gate_b_year_signs,gate_c_regime_stable,gate_c_stable_splits,gate_c_required_splits,gate_d_friction_floor,opportunity_forward_mean,opportunity_tail_mean,opportunity_composite_mean,opportunity_cost_mean,net_benefit_mean,gate_f_exposure_guard,gate_g_net_benefit,gate_e_simplicity,validation_delta_adverse_mean,test_delta_adverse_mean,test_t_stat,test_p_value,test_p_value_adj_bh,gate_oos_validation_test,gate_multiplicity,gate_pass,gate_all,fail_reasons
age_bucket_0_8,"t_rv_peak in [0,8]",risk_throttle_0.5,risk_throttle,97,59,16,22,matched_controls_excess,-0.22145889579465597,-0.23604928024374122,-0.20248405027272165,-0.0032018099731564993,-0.005557018688153123,-0.0015227107325024713,-0.5,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.013591628871709857,0.006403619946312999,0.009997624409011427,0.0032018099731564993,0.21825708582149947,True,True,True,-0.23582887427509652,-0.21335314907875338,-11.706908811778222,0.0,0.0,True,True,True,True,
age_bucket_0_8,"t_rv_peak in [0,8]",risk_throttle_0,risk_throttle,97,59,16,22,matched_controls_excess,-0.44291779158931194,-0.47437780029631466,-0.4085200929659634,-0.006403619946312999,-0.010534559211065565,-0.002849034189928533,-1.0,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.013591628871709857,0.006403619946312999,0.009997624409011427,0.006403619946312999,0.43651417164299894,False,True,True,-0.47165774855019305,-0.42670629815750677,-11.706908811778222,0.0,0.0,True,True,False,False,gate_f_exposure_guard
age_bucket_0_8,"t_rv_peak in [0,8]",delay_0,timing,97,59,16,22,matched_controls_excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,all_zero,False,0,2,False,0.013591628871709857,0.006403619946312999,0.009997624409011427,0.0,-0.0,True,True,True,0.0,0.0,,,1.0,False,False,False,False,"gate_a_ci,gate_b_time,gate_c_regime,gate_d_friction,gate_oos_validation_test,gate_multiplicity"
age_bucket_0_8,"t_rv_peak in [0,8]",delay_8,timing,97,59,16,22,matched_controls_excess,-0.3952084882315302,-0.4330118324379499,-0.3513303019166961,-0.0005336349955260832,-0.0009164651826424247,-0.0002594098731011235,-0.08333333333333334,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.013591628871709857,0.006403619946312999,0.009997624409011427,0.0005336349955260832,0.39467485323600415,True,True,True,-0.4405373013963547,-0.42448314413522326,-11.290603782784522,0.0,0.0,True,True,True,True,
age_bucket_0_8,"t_rv_peak in [0,8]",delay_30,timing,97,59,16,22,matched_controls_excess,-0.4416741774683423,-0.47359363171922886,-0.4034816782852399,-0.0020011312332228123,-0.0035993487380735303,-0.0009611664473950357,-0.3125,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.013591628871709857,0.006403619946312999,0.009997624409011427,0.0020011312332228123,0.4396730462351195,True,True,True,-0.47165774855019305,-0.42448314413522326,-11.290603782784522,0.0,0.0,True,True,True,True,
age_bucket_0_8,"t_rv_peak in [0,8]",reenable_at_half_life,timing,97,59,16,22,matched_controls_excess,-0.4416741774683423,-0.4740181269887592,-0.40391948048138027,-0.0009566736173874803,-0.0018901855853994485,-0.0003630112698960513,-0.1219931271477663,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.013591628871709857,0.006403619946312999,0.009997624409011427,0.0009566736173874803,0.4407175038509548,True,True,True,-0.47165774855019305,-0.42448314413522326,-11.290603782784522,0.0,0.0,True,True,True,True,
age_bucket_9_30,"t_rv_peak in [9,30]",no_action,baseline,41,27,10,4,matched_controls_excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,all_zero,False,0,2,False,0.02019056634444284,0.012433504593508725,0.01631203546897578,0.0,-0.0,True,True,True,0.0,0.0,,,1.0,False,False,False,False,"gate_a_ci,gate_b_time,gate_c_regime,gate_d_friction,gate_oos_validation_test,gate_multiplicity"
age_bucket_9_30,"t_rv_peak in [9,30]",entry_gate_skip,entry_gating,41,27,10,4,matched_controls_excess,-0.39383159001162454,-0.45144906826426934,-0.3317520621118079,-0.012433504593508725,-0.017905028772079203,-0.007291768823862325,-1.0,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.02019056634444284,0.012433504593508725,0.01631203546897578,0.012433504593508725,0.3813980854181158,False,True,True,-0.36852021937914714,-0.3778901926140577,-3.102223583682619,0.0019207283042605994,0.0029070482442863127,True,True,False,False,gate_f_exposure_guard
age_bucket_9_30,"t_rv_peak in [9,30]",risk_throttle_0.5,risk_throttle,41,27,10,4,matched_controls_excess,-0.19691579500581227,-0.22468177770022063,-0.16544284024825914,-0.006216752296754362,-0.009089608478974616,-0.00383086097972076,-0.5,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.02019056634444284,0.012433504593508725,0.01631203546897578,0.006216752296754362,0.1906990427090579,True,True,True,-0.18426010968957357,-0.18894509630702885,-3.102223583682619,0.0019207283042605994,0.0029070482442863127,True,True,True,True,
age_bucket_9_30,"t_rv_peak in [9,30]",risk_throttle_0,risk_throttle,41,27,10,4,matched_controls_excess,-0.39383159001162454,-0.4530812503554648,-0.3320653912602222,-0.012433504593508725,-0.01838008447547458,-0.0071747598666344805,-1.0,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.02019056634444284,0.012433504593508725,0.01631203546897578,0.012433504593508725,0.3813980854181158,False,True,True,-0.36852021937914714,-0.3778901926140577,-3.102223583682619,0.0019207283042605994,0.0029070482442863127,True,True,False,False,gate_f_exposure_guard
age_bucket_9_30,"t_rv_peak in [9,30]",delay_0,timing,41,27,10,4,matched_controls_excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,all_zero,False,0,2,False,0.02019056634444284,0.012433504593508725,0.01631203546897578,0.0,-0.0,True,True,True,0.0,0.0,,,1.0,False,False,False,False,"gate_a_ci,gate_b_time,gate_c_regime,gate_d_friction,gate_oos_validation_test,gate_multiplicity"
age_bucket_9_30,"t_rv_peak in [9,30]",delay_8,timing,41,27,10,4,matched_controls_excess,0.0,0.0,0.0,-0.0010361253827923934,-0.0015554590783902192,-0.0006648520613099867,-0.08333333333333333,False,False,all_zero,False,0,2,False,0.02019056634444284,0.012433504593508725,0.01631203546897578,0.0010361253827923934,-0.0010361253827923934,True,False,True,0.0,0.0,,,1.0,False,False,False,False,"gate_a_ci,gate_b_time,gate_c_regime,gate_d_friction,gate_g_net_benefit,gate_oos_validation_test,gate_multiplicity"
age_bucket_9_30,"t_rv_peak in [9,30]",delay_30,timing,41,27,10,4,matched_controls_excess,-0.38279919689896535,-0.4414731351892985,-0.3182584751335898,-0.003885470185471476,-0.005629099708345095,-0.002389866691069974,-0.3125,True,True,"-1,-1,-1,-1,-1,0",True,3,2,True,0.02019056634444284,0.012433504593508725,0.01631203546897578,0.003885470185471476,0.3789137267134939,True,True,True,-0.3377655216708971,-0.371375935462414,-2.899188108590266,0.0037413036072944106,0.0055870133868929864,True,True,True,True,
age_bucket_9_30,"t_rv_peak in [9,30]",reenable_at_half_life,timing,41,27,10,4,matched_controls_excess,-0.34323347320434777,-0.40851026625134684,-0.2658342739108109,-0.0021875444578284328,-0.003632517669107161,-0.0010956795036094708,-0.14557926829268292,True,True,"-1,-1,-1,-1,-1,0",True,3,2,True,0.02019056634444284,0.012433504593508725,0.01631203546897578,0.0021875444578284328,0.34104592874651934,True,True,True,-0.3377655216708971,-0.2361361675675578,-1.6949689770859213,0.09008130602802455,0.12611382843923438,True,False,True,False,gate_multiplicity
near_half_life,rv_decay_half_life <= 30,no_action,baseline,146,87,29,30,matched_controls_excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,all_zero,False,0,2,False,0.015474215668652242,0.008221882426347629,0.011848049047499936,0.0,-0.0,True,True,True,0.0,0.0,,,1.0,False,False,False,False,"gate_a_ci,gate_b_time,gate_c_regime,gate_d_friction,gate_oos_validation_test,gate_multiplicity"
near_half_life,rv_decay_half_life <= 30,entry_gate_skip,entry_gating,146,87,29,30,matched_controls_excess,-0.4333584401326131,-0.46178418682248384,-0.4051546007360146,-0.008221882426347629,-0.011925390214794804,-0.00524352697480401,-1.0,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.015474215668652242,0.008221882426347629,0.011848049047499936,0.008221882426347629,0.42513655770626546,False,True,True,-0.4438806173505321,-0.42961821060579763,-13.893646041833714,0.0,0.0,True,True,False,False,gate_f_exposure_guard
near_half_life,rv_decay_half_life <= 30,risk_throttle_0.5,risk_throttle,146,87,29,30,matched_controls_excess,-0.21667922006630655,-0.23071976605558892,-0.202725690451575,-0.0041109412131738144,-0.005850150788800288,-0.002665878546697656,-0.5,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.015474215668652242,0.008221882426347629,0.011848049047499936,0.0041109412131738144,0.21256827885313273,True,True,True,-0.22194030867526604,-0.21480910530289882,-13.893646041833714,0.0,0.0,True,True,True,True,
near_half_life,rv_decay_half_life <= 30,risk_throttle_0,risk_throttle,146,87,29,30,matched_controls_excess,-0.4333584401326131,-0.4577531499285758,-0.4034736902627991,-0.008221882426347629,-0.011596374097847202,-0.005169871368130096,-1.0,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.015474215668652242,0.008221882426347629,0.011848049047499936,0.008221882426347629,0.42513655770626546,False,True,True,-0.4438806173505321,-0.42961821060579763,-13.893646041833714,0.0,0.0,True,True,False,False,gate_f_exposure_guard
near_half_life,rv_decay_half_life <= 30,delay_0,timing,146,87,29,30,matched_controls_excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,all_zero,False,0,2,False,0.015474215668652242,0.008221882426347629,0.011848049047499936,0.0,-0.0,True,True,True,0.0,0.0,,,1.0,False,False,False,False,"gate_a_ci,gate_b_time,gate_c_regime,gate_d_friction,gate_oos_validation_test,gate_multiplicity"
near_half_life,rv_decay_half_life <= 30,delay_8,timing,146,87,29,30,matched_controls_excess,-0.2625700230031399,-0.3009205999731421,-0.22321649428293647,-0.0006851568688623024,-0.0009710804732281965,-0.0004515569875218222,-0.08333333333333333,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.015474215668652242,0.008221882426347629,0.011848049047499936,0.0006851568688623024,0.26188486613427764,True,True,True,-0.2430550628393681,-0.3112876390324971,-7.021161751540462,2.2004620348070603e-12,5.134411414549807e-12,True,True,True,True,
near_half_life,rv_decay_half_life <= 30,delay_30,timing,146,87,29,30,matched_controls_excess,-0.398761707525765,-0.4309694090266634,-0.36674816683993083,-0.002569338258233634,-0.003662747481749055,-0.001661459189249239,-0.3125,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.015474215668652242,0.008221882426347629,0.011848049047499936,0.002569338258233634,0.3961923692675314,True,True,True,-0.3766958342590366,-0.3608044304274856,-8.80663309338514,0.0,0.0,True,True,True,True,
near_half_life,rv_decay_half_life <= 30,reenable_at_half_life,timing,146,87,29,30,matched_controls_excess,-0.3876507851183724,-0.42050931791663787,-0.35482012914886685,-0.0012554337763552015,-0.002014134559643428,-0.0007106114724950329,-0.12471461187214611,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.015474215668652242,0.008221882426347629,0.011848049047499936,0.0012554337763552015,0.38639535134201725,True,True,True,-0.3766958342590366,-0.34277246137483813,-8.125343810372737,4.440892098500626e-16,1.3088945132422897e-15,True,True,True,True,
fractional_age_0_33,t_rv_peak / duration_bars <= 0.33,no_action,baseline,117,70,23,24,matched_controls_excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,all_zero,False,0,2,False,0.01586550990767916,0.008556151278787266,0.012210830593233213,0.0,-0.0,True,True,True,0.0,0.0,,,1.0,False,False,False,False,"gate_a_ci,gate_b_time,gate_c_regime,gate_d_friction,gate_oos_validation_test,gate_multiplicity"
fractional_age_0_33,t_rv_peak / duration_bars <= 0.33,entry_gate_skip,entry_gating,117,70,23,24,matched_controls_excess,-0.44171261337069395,-0.46942434306629544,-0.4132447372575382,-0.008556151278787266,-0.012263224546425183,-0.005231330349942661,-1.0,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.01586550990767916,0.008556151278787266,0.012210830593233213,0.008556151278787266,0.43315646209190667,False,True,True,-0.44319805609607815,-0.4304389498100707,-12.77051952558598,0.0,0.0,True,True,False,False,gate_f_exposure_guard
fractional_age_0_33,t_rv_peak / duration_bars <= 0.33,risk_throttle_0.5,risk_throttle,117,70,23,24,matched_controls_excess,-0.22085630668534698,-0.23442296527391063,-0.20563181736576344,-0.004278075639393633,-0.006400426418826651,-0.002749764339078045,-0.5,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.01586550990767916,0.008556151278787266,0.012210830593233213,0.004278075639393633,0.21657823104595333,True,True,True,-0.22159902804803908,-0.21521947490503535,-12.77051952558598,0.0,0.0,True,True,True,True,
fractional_age_0_33,t_rv_peak / duration_bars <= 0.33,risk_throttle_0,risk_throttle,117,70,23,24,matched_controls_excess,-0.44171261337069395,-0.4697414543199814,-0.4114521952609393,-0.008556151278787266,-0.012584593647291798,-0.005352892540067682,-1.0,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.01586550990767916,0.008556151278787266,0.012210830593233213,0.008556151278787266,0.43315646209190667,False,True,True,-0.44319805609607815,-0.4304389498100707,-12.77051952558598,0.0,0.0,True,True,False,False,gate_f_exposure_guard
fractional_age_0_33,t_rv_peak / duration_bars <= 0.33,delay_0,timing,117,70,23,24,matched_controls_excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,all_zero,False,0,2,False,0.01586550990767916,0.008556151278787266,0.012210830593233213,0.0,-0.0,True,True,True,0.0,0.0,,,1.0,False,False,False,False,"gate_a_ci,gate_b_time,gate_c_regime,gate_d_friction,gate_oos_validation_test,gate_multiplicity"
fractional_age_0_33,t_rv_peak / duration_bars <= 0.33,delay_8,timing,117,70,23,24,matched_controls_excess,-0.31009899543105746,-0.35659380149042513,-0.2668297093161987,-0.0007130126065656053,-0.001082514028307819,-0.00043635848203713674,-0.08333333333333334,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.01586550990767916,0.008556151278787266,0.012210830593233213,0.0007130126065656053,0.30938598282449187,True,True,True,-0.28405561812948554,-0.3891095487906213,-9.219009840475776,0.0,0.0,True,True,True,True,
fractional_age_0_33,t_rv_peak / duration_bars <= 0.33,delay_30,timing,117,70,23,24,matched_controls_excess,-0.4330929214109429,-0.4636939820074252,-0.3988576808627647,-0.0026737972746210207,-0.004107248463891277,-0.001646949314742015,-0.3125,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.01586550990767916,0.008556151278787266,0.012210830593233213,0.0026737972746210207,0.4304191241363219,True,True,True,-0.4298264483968391,-0.4284010586229776,-12.326695083157661,0.0,0.0,True,True,True,True,
fractional_age_0_33,t_rv_peak / duration_bars <= 0.33,reenable_at_half_life,timing,117,70,23,24,matched_controls_excess,-0.4284693396025718,-0.4596369637724659,-0.3947668393226573,-0.0014158350014453235,-0.00229131363214348,-0.0007302084280905559,-0.13025284900284903,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.01586550990767916,0.008556151278787266,0.012210830593233213,0.0014158350014453235,0.42705350460112645,True,True,True,-0.4298264483968391,-0.4058610973071682,-10.49584312467992,0.0,0.0,True,True,True,True,
fractional_age_34_66,"t_rv_peak / duration_bars in (0.33, 0.66]",no_action,baseline,29,18,6,5,matched_controls_excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,all_zero,False,0,2,False,0.014838278823541273,0.0076088020028506325,0.011223540413195954,0.0,-0.0,True,True,True,0.0,0.0,,,1.0,False,False,False,False,"gate_a_ci,gate_b_time,gate_c_regime,gate_d_friction,gate_oos_validation_test,gate_multiplicity"
fractional_age_34_66,"t_rv_peak / duration_bars in (0.33, 0.66]",entry_gate_skip,entry_gating,29,18,6,5,matched_controls_excess,-0.3930808773933404,-0.4663097941472096,-0.3059270001747225,-0.0076088020028506325,-0.01239142504083571,-0.003383233174601693,-1.0,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.014838278823541273,0.0076088020028506325,0.011223540413195954,0.0076088020028506325,0.3854720753904898,False,True,True,-0.44649710215927224,-0.4098894967247383,-4.1346383724664415,3.555139986444189e-05,5.770662006981872e-05,True,True,False,False,gate_f_exposure_guard
fractional_age_34_66,"t_rv_peak / duration_bars in (0.33, 0.66]",risk_throttle_0.5,risk_throttle,29,18,6,5,matched_controls_excess,-0.1965404386966702,-0.23278805742619674,-0.1558572784342511,-0.0038044010014253163,-0.006009980134823464,-0.001689827461215113,-0.5,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.014838278823541273,0.0076088020028506325,0.011223540413195954,0.0038044010014253163,0.1927360376952449,True,True,True,-0.22324855107963612,-0.20494474836236914,-4.1346383724664415,3.555139986444189e-05,5.770662006981872e-05,True,True,True,True,
fractional_age_34_66,"t_rv_peak / duration_bars in (0.33, 0.66]",risk_throttle_0,risk_throttle,29,18,6,5,matched_controls_excess,-0.3930808773933404,-0.46770927843137305,-0.3106108498614584,-0.0076088020028506325,-0.01233331959668104,-0.003216532944666266,-1.0,True,True,"-1,-1,-1,-1,-1,-1",True,3,2,True,0.014838278823541273,0.0076088020028506325,0.011223540413195954,0.0076088020028506325,0.3854720753904898,False,True,True,-0.44649710215927224,-0.4098894967247383,-4.1346383724664415,3.555139986444189e-05,5.770662006981872e-05,True,True,False,False,gate_f_exposure_guard
fractional_age_34_66,"t_rv_peak / duration_bars in (0.33, 0.66]",delay_0,timing,29,18,6,5,matched_controls_excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,all_zero,False,0,2,False,0.014838278823541273,0.0076088020028506325,0.011223540413195954,0.0,-0.0,True,True,True,0.0,0.0,,,1.0,False,False,False,False,"gate_a_ci,gate_b_time,gate_c_regime,gate_d_friction,gate_oos_validation_test,gate_multiplicity"
fractional_age_34_66,"t_rv_peak / duration_bars in (0.33, 0.66]",delay_8,timing,29,18,6,5,matched_controls_excess,-0.07081520320774837,-0.14143543927937305,-0.017616622448746917,-0.0006340668335708862,-0.0010606413532314308,-0.0002738083450602355,-0.08333333333333336,True,True,"0,-1,-1,-1,0,0",True,3,2,True,0.014838278823541273,0.0076088020028506325,0.011223540413195954,0.0006340668335708862,0.07018113637417749,True,True,True,-0.0858862675605846,0.0,,,1.0,False,False,False,False,"gate_oos_validation_test,gate_multiplicity"
fractional_age_34_66,"t_rv_peak / duration_bars in (0.33, 0.66]",delay_30,timing,29,18,6,5,matched_controls_excess,-0.2712169131795329,-0.36349960675048215,-0.17987247948528196,-0.002377750625890823,-0.0038565456992371637,-0.0010433468390538953,-0.3125,True,True,"-1,-1,-1,-1,-1,0",True,3,2,True,0.014838278823541273,0.0076088020028506325,0.011223540413195954,0.002377750625890823,0.26883916255364204,True,True,True,-0.17302848006412677,-0.10850150117462123,-1.0000000000000002,0.3173105078629139,0.43339971805666294,True,False,True,False,gate_multiplicity
fractional_age_34_66,"t_rv_peak / duration_bars in (0.33, 0.66]",reenable_at_half_life,timing,29,18,6,5,matched_controls_excess,-0.23393292697608825,-0.32574338065719705,-0.1436933949284483,-0.0008851861870932085,-0.0015505101446185849,-0.00028348585418667635,-0.11063218390804598,True,True,"-1,-1,-1,-1,-1,0",True,3,2,True,0.014838278823541273,0.0076088020028506325,0.011223540413195954,0.0008851861870932085,0.23304774078899504,True,True,True,-0.17302848006412677,-0.10850150117462123,-1.0000000000000002,0.3173105078629139,0.43339971805666294,True,False,True,False,gate_multiplicity
